Fact,ProvenanceLeft,ProvenanceRight,Rule
partOfTransitive(402|14),partOfTransitive(402|71),partOf(71|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(402|2),partOfTransitive(402|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(402|71),partOf(402|71),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(402|gpcr),partOfTransitive(402|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(402|vgic),partOfTransitive(402|71),partOf(71|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(403|1),partOfTransitive(403|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(403|14),partOfTransitive(403|71),partOf(71|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(403|2),partOfTransitive(403|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(403|71),partOf(403|71),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(403|gpcr),partOfTransitive(403|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(403|vgic),partOfTransitive(403|71),partOf(71|vgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(404|1),partOfTransitive(404|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(404|14),partOfTransitive(404|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(404|2),partOfTransitive(404|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(404|72),partOf(404|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(404|gpcr),partOfTransitive(404|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(404|lgic),partOfTransitive(404|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(405|1),partOfTransitive(405|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(405|14),partOfTransitive(405|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(405|2),partOfTransitive(405|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(405|72),partOf(405|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(405|gpcr),partOfTransitive(405|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(405|lgic),partOfTransitive(405|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(406|1),partOfTransitive(406|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(406|14),partOfTransitive(406|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(406|2),partOfTransitive(406|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(406|72),partOf(406|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(406|gpcr),partOfTransitive(406|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(406|lgic),partOfTransitive(406|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(407|1),partOfTransitive(407|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(407|14),partOfTransitive(407|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(407|2),partOfTransitive(407|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(407|72),partOf(407|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(407|gpcr),partOfTransitive(407|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(407|lgic),partOfTransitive(407|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(408|1),partOfTransitive(408|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(408|14),partOfTransitive(408|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(408|2),partOfTransitive(408|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(408|72),partOf(408|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(408|gpcr),partOfTransitive(408|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(408|lgic),partOfTransitive(408|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(409|1),partOfTransitive(409|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(409|14),partOfTransitive(409|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(409|2),partOfTransitive(409|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(409|72),partOf(409|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(409|gpcr),partOfTransitive(409|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(409|lgic),partOfTransitive(409|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(40|1),partOfTransitive(40|9),partOf(9|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(40|1114),partOf(40|1114),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(40|20),partOfTransitive(40|215),partOf(215|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(40|215),partOfTransitive(40|1114),partOf(1114|215),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(40|3),partOfTransitive(40|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(40|9),partOf(40|9),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(40|gpcr),partOf(40|gpcr),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(40|transporter),partOfTransitive(40|215),partOf(215|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(410|1),partOfTransitive(410|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(410|14),partOfTransitive(410|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(410|2),partOfTransitive(410|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(410|72),partOf(410|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(410|gpcr),partOfTransitive(410|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(410|lgic),partOfTransitive(410|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(411|1),partOfTransitive(411|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(411|14),partOfTransitive(411|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(411|2),partOfTransitive(411|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(411|72),partOf(411|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(411|gpcr),partOfTransitive(411|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(411|lgic),partOfTransitive(411|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(412|1),partOfTransitive(412|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(412|14),partOfTransitive(412|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(412|2),partOfTransitive(412|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(412|72),partOf(412|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(412|gpcr),partOfTransitive(412|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(412|lgic),partOfTransitive(412|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(413|1),partOfTransitive(413|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(413|14),partOfTransitive(413|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(413|2),partOfTransitive(413|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(413|72),partOf(413|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(413|gpcr),partOfTransitive(413|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(413|lgic),partOfTransitive(413|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(414|1),partOfTransitive(414|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(414|14),partOfTransitive(414|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(414|2),partOfTransitive(414|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(414|72),partOf(414|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(414|gpcr),partOfTransitive(414|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(414|lgic),partOfTransitive(414|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(415|1),partOfTransitive(415|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(415|14),partOfTransitive(415|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(415|2),partOfTransitive(415|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(415|72),partOf(415|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(415|gpcr),partOfTransitive(415|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(415|lgic),partOfTransitive(415|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(416|1),partOfTransitive(416|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(416|14),partOfTransitive(416|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(416|2),partOfTransitive(416|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(416|72),partOf(416|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(416|gpcr),partOfTransitive(416|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(416|lgic),partOfTransitive(416|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(417|1),partOfTransitive(417|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(417|14),partOfTransitive(417|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(417|2),partOfTransitive(417|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(417|72),partOf(417|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(417|gpcr),partOfTransitive(417|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(417|lgic),partOfTransitive(417|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(418|1),partOfTransitive(418|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(418|14),partOfTransitive(418|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(418|2),partOfTransitive(418|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(418|72),partOf(418|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(418|gpcr),partOfTransitive(418|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(418|lgic),partOfTransitive(418|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(419|1),partOfTransitive(419|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(419|14),partOfTransitive(419|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(419|2),partOfTransitive(419|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(419|72),partOf(419|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(419|gpcr),partOfTransitive(419|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(419|lgic),partOfTransitive(419|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(41|1),partOfTransitive(41|10),partOf(10|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(41|10),partOf(41|10),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(41|gpcr),partOf(41|gpcr),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(420|1),partOfTransitive(420|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(420|14),partOfTransitive(420|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(420|2),partOfTransitive(420|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(420|72),partOf(420|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(420|gpcr),partOfTransitive(420|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(420|lgic),partOfTransitive(420|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(421|1),partOfTransitive(421|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(421|14),partOfTransitive(421|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(421|2),partOfTransitive(421|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(421|72),partOf(421|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(421|gpcr),partOfTransitive(421|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(421|lgic),partOfTransitive(421|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(422|1),partOfTransitive(422|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(422|14),partOfTransitive(422|72),partOf(72|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(422|2),partOfTransitive(422|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(422|72),partOf(422|72),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(422|gpcr),partOfTransitive(422|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(422|lgic),partOfTransitive(422|72),partOf(72|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(423|1),partOfTransitive(423|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(423|14),partOfTransitive(423|73),partOf(73|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(423|2),partOfTransitive(423|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(423|73),partOf(423|73),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(423|gpcr),partOfTransitive(423|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(423|lgic),partOfTransitive(423|73),partOf(73|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(424|1),partOfTransitive(424|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(424|14),partOfTransitive(424|73),partOf(73|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(424|2),partOfTransitive(424|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(424|73),partOf(424|73),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(424|gpcr),partOfTransitive(424|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(424|lgic),partOfTransitive(424|73),partOf(73|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(425|1),partOfTransitive(425|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(425|14),partOfTransitive(425|73),partOf(73|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(425|2),partOfTransitive(425|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(425|73),partOf(425|73),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(425|gpcr),partOfTransitive(425|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(425|lgic),partOfTransitive(425|73),partOf(73|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(426|1),partOfTransitive(426|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(426|14),partOfTransitive(426|73),partOf(73|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(426|2),partOfTransitive(426|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(426|73),partOf(426|73),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(426|gpcr),partOfTransitive(426|14),partOf(14|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(426|lgic),partOfTransitive(426|73),partOf(73|lgic),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(427|1),partOfTransitive(427|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(427|14),partOfTransitive(427|73),partOf(73|14),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(427|2),partOfTransitive(427|14),partOf(14|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
