MasterID,Mesor_hat,AmplitudeHat,AcrophaseHat,Peak,Nadir,PeakTime,NadirTime,Phase,Morning,Afternoon,Evening,Night,MorningPeak,AfternoonPeak,EveningPeak,NightPeak,BimodalAfternoon,BimodalEvening
155,3.6822398109341976,-2.9705405518794845,6.922634027062369,11.271,1.138,9.333333333333334,0.6666666666666666,15.333333333333334,8.224,3.58,8.224,8.224,11.271,4.822,11.271,11.271,True,True
157,3.892312303912684,2.3553676451992964,6.922634027062369,14.546,0.527,5.333333333333333,2.0,20.666666666666668,4.087,1.505,4.087,4.087,14.546,1.906,14.546,14.546,True,True
159,4.107678539851833,-4.399510957647464,6.922634027062369,15.809,0.287,8.333333333333334,0.6666666666666666,16.333333333333336,9.174,2.745,9.174,9.174,15.809,3.38,15.809,15.809,True,True
169,4.155413136679302,3.5528865488100196,6.922634027062369,14.072,0.765,7.666666666666667,20.666666666666668,13.0,8.125,1.98,8.125,8.125,14.072,2.335,14.072,14.072,True,True
171,5.830462115795986,-3.8767219154842527,6.922634027062369,17.581,0.634,8.666666666666666,4.0,19.333333333333336,9.346,4.248,9.346,9.346,17.581,6.467,17.581,17.581,True,True
173,3.437773019247563,-2.2452263300157576,6.922634027062369,10.076,0.355,13.0,6.666666666666667,17.666666666666668,4.187,3.687,4.187,4.187,6.873,10.076,6.873,6.873,True,True
181,2.308601321335186,1.2261276261495244,6.922634027062369,9.593,0.251,6.0,2.0,20.0,2.491,1.155,2.491,2.491,9.593,1.693,9.593,9.593,True,True
183,4.535764592560296,4.5324824185958095,6.922634027062369,15.15,0.379,6.333333333333333,0.3333333333333333,18.0,9.633,2.677,9.633,9.633,15.15,4.453,15.15,15.15,True,True
185,2.9458940857915383,1.9413507107903851,6.922634027062369,10.141,0.698,5.666666666666667,19.0,13.333333333333332,3.525,2.046,3.525,3.525,10.141,2.806,10.141,10.141,True,True
191,4.3537210144742025,-2.9896518691602045,6.922634027062369,10.838,0.734,5.333333333333333,2.3333333333333335,21.0,6.988,4.505,6.988,6.988,10.838,5.258,10.838,10.838,True,True
193,3.8502908389968913,-1.0620555681537431,6.922634027062369,8.432,2.681,17.666666666666668,15.0,21.333333333333332,5.304,4.828,5.304,5.304,7.995,6.077,7.995,7.995,False,True
203,3.0672997554435084,-3.255881989038422,6.922634027062369,13.883,0.625,9.0,3.6666666666666665,18.666666666666668,7.166,2.778,7.166,7.166,13.883,4.34,13.883,13.883,True,True
211,3.777987888176838,-2.7005868003362448,6.922634027062369,12.624,0.778,12.666666666666666,22.0,9.333333333333334,6.292,2.52,6.292,6.292,8.948,12.624,8.948,8.948,True,True
225,5.442027740886781,-3.2176414545861385,6.922634027062369,15.901,0.44,7.0,0.3333333333333333,17.333333333333332,7.199,4.95,7.199,7.199,15.901,6.639,15.901,15.901,True,True
227,9.21700907167807,-4.334904878530364,6.922634027062369,32.474,1.626,6.333333333333333,2.0,19.666666666666668,11.007,3.681,11.007,11.007,32.474,5.391,32.474,32.474,True,True
229,2.590636536012638,-1.8616550807620942,6.922634027062369,8.654,0.293,8.333333333333334,4.666666666666667,20.333333333333336,2.512,4.746,2.512,2.512,8.654,5.646,8.654,8.654,True,True
231,2.453501708751685,3.119132536001646,6.922634027062369,13.765,0.549,8.0,0.6666666666666666,16.666666666666668,5.011,2.172,5.011,5.011,13.765,2.695,13.765,13.765,True,True
